	EWsiteHyd_index	Sample	MG_name	Index	Location	Pl_Sp	EWcoastGroup	SALTgroup	LU	Depth	EW.no	iTag_name.x	Site_indx	Salinity.x	Bulk_dens	H2O_FPS	CO2_mg_m2_h	CO2_soilC_mg_g_d	CH4_ug_m2_h	CH4_CO2	CH4_soilC_ug_g_d	pH	Cl	SO4	Corg_LOI	C	N	P	NO3_N	NH4_N	Olsen_P	CN	CP	NP	NP_ext	NO3_NH4	C_g_m2	N_g_m2	P_g_m2	Fe	Mn	Cu	Zn	Salinity.y	CO2_mg_m2_h	CH4_ug_m2_h	Cl_pw	SO4_pw	DOC_mg_L	NO2_pw	NO3_pw	NH3_pw	PO4_pw	Fe_pw	Mn_pw	Co_pw	Cu_pw	Zn_pw	Ca_pw	Sr_pw	Mg_pw	Na_pw	K_pw	Al_pw	Si_pw	Br_pw	F_pw
159	160	Muzzi_CordA_D2	Muzzi_CordA_D2	163	Muzzi	Cord	SF_Rest	Poly	Restored	d2	163	s163_Muzzi_CordA_D2	159	41.32871182	0.479121829	65.89347715	4.488007208	0.031888179	1.385220611	0.030864937	0.009842266	6.07	804.63	1502.9	4.7	3.58	0.276	0.096	0.4	6.58	28.5	19.85887936	126.2538853	6.357553366	160.9529015	0.060790274	3377.808892	198.3564371	68.99354332	44490	249	50	122	41.33	4.488007208	1.385220611	15447.556	2480.732	10.97	3.458	NA	NA	NA	28.14	1192.25	28.04	177.14	167.6	319674.2	8280.83	891355.7	9375631.3	238731.89	17.49	12500.82	48.612	NA
160	161	Muzzi_CordB_D1	NA	79	Muzzi	Cord	SF_Rest	Poly	Restored	d1	79	s079_Muzzi_CordB_D1	160	42.11668911	0.404010093	73.40465071	3.185526576	0.022016809	0.410961481	0.012900896	0.002840366	6.14	904.23	1639.5	5.73	5.07	0.449	0.088	0.23	10.7	17.3	14.88244351	167.9152254	11.28277257	274.9489784	0.021495327	3472.46675	272.1007977	53.32933228	46940	281	53	124	42.12	3.185526576	0.410961481	15133.864	2496.072	12.19	3.002	NA	0.220333333	0.61	83.79	649.88	4.5	136.26	138.42	270779.58	8963.62	977874.28	9702837.32	241967.81	26.05	8262.88	43.834	NA
161	162	Muzzi_CordB_D2	Muzzi_CordB_D2	164	Muzzi	Cord	SF_Rest	Poly	Restored	d2	164	s164_Muzzi_CordB_D2	161	42.11668911	0.497330734	64.07258658	3.185526576	0.021174373	0.410961481	0.012900896	0.002731684	5.83	951.95	1777.8	4.84	3.83	0.284	0.091	0.35	6.87	29.6	19.87435227	137.1583009	6.901271499	175.6828885	0.050946143	3610.621131	211.8628928	67.88564522	46940	281	53	124	42.12	3.185526576	0.410961481	15133.864	2496.072	12.19	3.002	NA	0.220333333	0.61	83.79	649.88	4.5	136.26	138.42	270779.58	8963.62	977874.28	9702837.32	241967.81	26.05	8262.88	43.834	NA
162	163	Muzzi_CordC_D1	NA	80	Muzzi	Cord	SF_Rest	Poly	Restored	d1	80	s080_Muzzi_CordC_D1	162	41.66949307	0.433103959	76.00198956	7.07025282	0.050229566	2.617666048	0.037023656	0.018596822	6.21	859.1	1545.5	5.2	4.79	0.447	0.085	0.35	11.27	18.2	13.56631142	157.7620515	11.62895695	302.7058824	0.031055901	3378.210883	290.3962047	55.22075482	49480	294	59	130	41.67	7.07025282	2.617666048	16306.086	2590.766	9.587	1.64	NA	NA	NA	25.34	1145.55	19.18	202.23	158.27	293733.41	7417.31	728880.8	10473672.71	191959.01	16.54	12723.39	43.924	NA
163	164	Muzzi_CordC_D2	Muzzi_CordC_D2	165	Muzzi	Cord	SF_Rest	Poly	Restored	d2	165	s165_Muzzi_CordC_D2	163	41.66949307	0.461738932	73.13849231	7.07025282	0.049594268	2.617666048	0.037023656	0.018361611	5.87	1003.94	1729.2	4.94	3.9	0.305	0.06	0.1	5.51	14.5	18.88830867	212.3214276	11.24089146	206.9789748	0.01814882	3421.485485	211.2455613	41.55650387	49480	294	59	130	41.67	7.07025282	2.617666048	16306.086	2590.766	9.587	1.64	NA	NA	NA	25.34	1145.55	19.18	202.23	158.27	293733.41	7417.31	728880.8	10473672.71	191959.01	16.54	12723.39	43.924	NA
164	165	Muzzi_PWA_D1	Muzzi_PWA_D1	81	Muzzi	PW	SF_Rest	Poly	Restored	d1	81	s081_Muzzi_PWA_D1	164	41.67	0.504269208	74.39219014	2.226712315	0.0121813	-0.012722211	-0.000571345	-6.96E-05	6.02	952.98	1736.8	5.8	5.05	0.434	0.087	0.2525	13.43	11.7	15.58490738	171.9201843	11.03119705	348.2409688	0.018801191	4387.142113	328.2792546	65.80713169	39570	293	56	132	41.67	2.226712315	-0.012722211	14607.41	2672.388	7.251	1.924	NA	1.251666667	NA	26.49	408	8.59	175.26	190.06	278539.01	6837.03	648753.53	9586920.7	194894.65	20.12	9117.41	38.848	NA
165	166	Muzzi_PWA_D2	Muzzi_PWA_D2	166	Muzzi	PW	SF_Rest	Poly	Restored	d2	166	s166_Muzzi_PWA_D2	165	41.67	0.506765591	74.14255192	2.226712315	0.011776131	-0.012722211	-0.000571345	-6.73E-05	5.8	949.06	1745.2	5.97	4.74	0.332	0.064	0.36	8.17	11.1	20.97018245	240.5539453	11.4712376	295.0418875	0.044063647	4538.085864	252.3692641	48.64949669	39570	293	56	132	41.67	2.226712315	-0.012722211	14607.41	2672.388	7.251	1.924	NA	1.251666667	NA	26.49	408	8.59	175.26	190.06	278539.01	6837.03	648753.53	9586920.7	194894.65	20.12	9117.41	38.848	NA
166	167	Muzzi_PWB_D1	Muzzi_PWB_D1	82	Muzzi	PW	SF_Rest	Poly	Restored	d1	82	s082_Muzzi_PWB_D1	166	33.82	0.551223221	73.3679392	1.886549213	0.009657786	0.189633743	0.010051884	0.000970789	5.91	1173.23	2192.2	5.67	5.16	0.421	0.086	0.2525	19.49	14.8	15.70604816	170.021066	10.82519704	508.3201827	0.012955362	4688.153494	348.097464	71.10779551	41950	317	57	134	33.82	1.886549213	0.189633743	18169.916	2721.05	13.52	1.44	NA	0.449	NA	33.46	480.16	11.85	224.18	200.93	365142.42	9432.1	1037196.19	10889971.84	316477.84	19.66	9429.35	60.958	NA
167	168	Muzzi_PWB_D2	Muzzi_PWB_D2	167	Muzzi	PW	SF_Rest	Poly	Restored	d2	167	s167_Muzzi_PWB_D2	167	33.82	0.562787344	72.21152685	1.886549213	0.01033419	0.189633743	0.010051884	0.001038781	5.58	998.17	1874.5	5.19	3.58	0.289	0.07	0.29	5.91	8.6	20.94283527	191.1998049	9.129604585	196.0687003	0.049069374	4381.299477	243.9683138	59.09267117	41950	317	57	134	33.82	1.886549213	0.189633743	18169.916	2721.05	13.52	1.44	NA	0.449	NA	33.46	480.16	11.85	224.18	200.93	365142.42	9432.1	1037196.19	10889971.84	316477.84	19.66	9429.35	60.958	NA
168	169	Muzzi_PWC_D1	Muzzi_PWC_D1	83	Muzzi	PW	SF_Rest	Poly	Restored	d1	83	s083_Muzzi_PWC_D1	168	40.03	0.580078463	68.64683989	3.640402049	0.020746136	1.210335724	0.033247309	0.006897532	5.92	1227.39	2549.3	4.84	4.19	0.38	0.092	0.24	12.58	9.5	14.85346327	135.6674498	9.133725063	308.4713389	0.019077901	4211.369638	330.6447236	80.05082783	41910	262	52	132	40.03	3.640402049	1.210335724	18759.406	2930.164	7.612	0.792	NA	0.778333333	NA	79.04	654.32	7.93	181.53	189.15	340013.61	10564.38	1080745.43	11518660.57	308227.04	26.28	5165.55	55.102	NA
169	170	Muzzi_PWC_D2	Muzzi_PWC_D2	168	Muzzi	PW	SF_Rest	Poly	Restored	d2	168	s168_Muzzi_PWC_D2	169	40.03	0.604142853	66.24040085	3.640402049	0.018830408	1.210335724	0.033247309	0.006260604	5.69	1070.38	2041.5	5.12	3.84	0.288	0.065	0.12	5.22	12.1	20.73210668	203.13031	9.797861509	181.8622337	0.022988506	4639.81711	260.9897124	58.90392816	41910	262	52	132	40.03	3.640402049	1.210335724	18759.406	2930.164	7.612	0.792	NA	0.778333333	NA	79.04	654.32	7.93	181.53	189.15	340013.61	10564.38	1080745.43	11518660.57	308227.04	26.28	5165.55	55.102	NA
