Domain	Phylum	Class	Order	Family	Genus	Phylum_r	Class_r	Order_r	Family_r	Genus_r
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84FA	-0.48	-0.54	-0.05	-0.1	-0.1
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Ferritrophicum	-0.48	-0.54	-0.05	0.22	0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	SutterellaceaeFA	-0.48	-0.54	-0.05	-0.01	-0.01
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20FA	-0.48	-0.54	-0.05	-0.21	-0.21
Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	CCD24OR	CCD24OR	-0.48	-0.54	-0.06	-0.06	-0.06
Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19aOR	CCM19aOR	-0.48	-0.54	-0.08	-0.08	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Cand. Thiobios	-0.48	-0.54	-0.24	-0.21	-0.2
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	ChromatiaceaeFA	-0.48	-0.54	-0.24	-0.21	-0.07
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	-0.48	-0.54	-0.24	-0.21	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	-0.48	-0.54	-0.24	-0.21	0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Cand. Thiodiazotropha	-0.48	-0.54	-0.24	-0.2	-0.15
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	-0.48	-0.54	-0.24	-0.2	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	SedimenticolaceaeFA	-0.48	-0.54	-0.24	-0.2	-0.13
Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Cand. Competibacter	-0.48	-0.54	-0.41	-0.41	-0.41
Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	-0.48	-0.54	-0.04	-0.04	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	-0.48	-0.54	-0.03	-0.03	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	DiplorickettsiaceaeFA	-0.48	-0.54	-0.03	-0.03	0.29
Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella	-0.48	-0.54	-0.03	-0.03	-0.02
Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3OR	EC3OR	-0.48	-0.54	-0.1	-0.1	-0.1
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	EctothiorhodospiraceaeFA	-0.48	-0.54	-0.19	-0.1	-0.2
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thiogranum	-0.48	-0.54	-0.19	-0.1	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	EctothiorhodospiralesOR	EctothiorhodospiralesOR	-0.48	-0.54	-0.19	-0.11	-0.11
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira-Sulfurivermis	-0.48	-0.54	-0.19	-0.17	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	ThioalkalispiraceaeFA	-0.48	-0.54	-0.19	-0.17	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	-0.48	-0.54	-0.25	0	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanisphaera	-0.48	-0.54	-0.25	0	-0.07
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Tolumonas	-0.48	-0.54	-0.25	0	0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Idiomarina	-0.48	-0.54	-0.25	0.03	0.03
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	KangiellaceaeFA	-0.48	-0.54	-0.25	-0.33	-0.33
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	-0.48	-0.54	-0.25	-0.08	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	-0.48	-0.54	-0.25	-0.1	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	-0.48	-0.54	-0.25	-0.1	-0.05
Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78OR	EPR3968-O8a-Bc78OR	-0.48	-0.54	-0.23	-0.23	-0.23
Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536OR	Ga0077536OR	-0.48	-0.54	-0.33	-0.33	-0.33
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	-0.48	-0.54	-0.37	-0.37	0.02
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Cand. Berkiella	-0.48	-0.54	-0.37	-0.37	-0.07
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Cand. Endonucleariobacter	-0.48	-0.54	-0.37	-0.37	0.11
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Cand. Ovatusbacter	-0.48	-0.54	-0.37	-0.37	0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella	-0.48	-0.54	-0.37	-0.37	-0.23
Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL	-0.48	-0.54	-0.33	-0.33	-0.33
Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Halothiobacillus	-0.48	-0.54	-0.05	-0.05	-0.05
Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36OR	HOC36OR	-0.48	-0.54	-0.17	-0.17	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	ImmundisolibacteraceaeFA	-0.48	-0.54	-0.29	-0.29	-0.29
Bacteria	Proteobacteria	Gammaproteobacteria	JG36-GS-52	JG36-GS-52OR	JG36-GS-52OR	-0.48	-0.54	-0.28	-0.28	-0.28
Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	JG36-TzT-191OR	JG36-TzT-191OR	-0.48	-0.54	0.1	0.1	0.1
Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	JTB23OR	JTB23OR	-0.48	-0.54	-0.13	-0.13	-0.13
Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	KF-JG30-C25OR	KF-JG30-C25OR	-0.48	-0.54	-0.03	-0.03	-0.03
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	-0.48	-0.54	0.22	0.22	0.22
Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	MBMPE27OR	MBMPE27OR	-0.48	-0.54	-0.02	-0.02	-0.02
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	-0.48	-0.54	0.14	0.12	-0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	MethylococcaceaeFA	-0.48	-0.54	0.14	0.12	-0.28
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomagnum	-0.48	-0.54	0.14	0.12	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	-0.48	-0.54	0.14	0.12	0.31
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	-0.48	-0.54	0.14	0.14	0.2
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	IheB2-23	-0.48	-0.54	0.14	0.14	-0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	-0.48	-0.54	0.14	0.14	0.01
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloglobulus	-0.48	-0.54	0.14	0.14	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomarinum	-0.48	-0.54	0.14	0.14	-0.3
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	MethylomonadaceaeFA	-0.48	-0.54	0.14	0.14	-0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	-0.48	-0.54	0.14	0.14	0.28
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylosarcina	-0.48	-0.54	0.14	0.14	-0.01
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylovulum	-0.48	-0.54	0.14	0.14	0.26
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pItb-vmat-59	-0.48	-0.54	0.14	0.14	-0.34
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pLW-20	-0.48	-0.54	0.14	0.14	0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	Milano-WF1B-44OR	Milano-WF1B-44OR	-0.48	-0.54	-0.17	-0.17	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	-0.48	-0.54	-0.33	-0.09	-0.09
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	CI75cm.2.12	-0.48	-0.54	-0.33	-0.33	0.06
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	-0.48	-0.54	-0.33	-0.33	-0.35
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NitrosococcaceaeFA	-0.48	-0.54	-0.33	-0.33	-0.12
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	-0.48	-0.54	-0.33	-0.33	-0.29
Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	pItb-vmat-80OR	pItb-vmat-80OR	-0.48	-0.54	-0.3	-0.3	-0.3
Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13OR	PLTA13OR	-0.48	-0.54	-0.1	-0.1	-0.1
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	BD2-7FA	-0.48	-0.54	-0.29	-0.22	-0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	-0.48	-0.54	-0.29	-0.07	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	-0.48	-0.54	-0.29	-0.07	-0.05
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	-0.48	-0.54	-0.29	-0.07	0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	CellvibrionaceaeFA	-0.48	-0.54	-0.29	-0.07	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	Gven-F17FA	-0.48	-0.54	-0.29	-0.19	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	HalieaceaeFA	-0.48	-0.54	-0.29	-0.23	-0.27
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	-0.48	-0.54	-0.29	-0.23	-0.29
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium	-0.48	-0.54	-0.29	-0.23	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	-0.48	-0.54	-0.29	-0.23	-0.03
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Parahaliea	-0.48	-0.54	-0.29	-0.23	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Chromohalobacter	-0.48	-0.54	-0.29	0.22	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	-0.48	-0.54	-0.29	0.22	0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	KI89A cladeFA	-0.48	-0.54	-0.29	-0.3	-0.3
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	-0.48	-0.54	-0.29	-0.09	-0.09
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Microbulbiferaceae	Microbulbifer	-0.48	-0.54	-0.29	-0.13	-0.13
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	OM182 cladeFA	-0.48	-0.54	-0.29	-0.18	-0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	-0.48	-0.54	-0.29	0.08	0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	BIyi10	-0.48	-0.54	-0.29	-0.17	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	-0.48	-0.54	-0.29	-0.17	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	-0.48	-0.54	-0.29	0.26	0.26
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	PseudomonadalesOR	PseudomonadalesOR	-0.48	-0.54	-0.29	-0.03	-0.03
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	-0.48	-0.54	-0.29	-0.33	-0.23
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	SpongiibacteraceaeFA	-0.48	-0.54	-0.29	-0.33	-0.26
Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24OR	R7C24OR	-0.48	-0.54	0.01	0.01	0.01
Bacteria	Proteobacteria	Gammaproteobacteria	Run-SP154	Run-SP154OR	Run-SP154OR	-0.48	-0.54	0.38	0.38	0.38
Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-07-19	SS1-B-07-19OR	SS1-B-07-19OR	-0.48	-0.54	-0.21	-0.21	-0.21
Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-09-64	SS1-B-09-64OR	SS1-B-09-64OR	-0.48	-0.54	-0.24	-0.24	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	-0.48	-0.54	-0.3	0.18	0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	SteroidobacteraceaeFA	-0.48	-0.54	-0.3	0.18	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	-0.48	-0.54	-0.3	-0.35	-0.35
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	WoeseiaceaeFA	-0.48	-0.54	-0.3	-0.35	-0.27
Bacteria	Proteobacteria	Gammaproteobacteria	SZB50	SZB50OR	SZB50OR	-0.48	-0.54	-0.29	-0.29	-0.29
Bacteria	Proteobacteria	Gammaproteobacteria	SZB7	SZB7OR	SZB7OR	-0.48	-0.54	-0.17	-0.17	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	TDNP-Wbc97-11-7-16	TDNP-Wbc97-11-7-16OR	TDNP-Wbc97-11-7-16OR	-0.48	-0.54	-0.11	-0.11	-0.11
Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Cand. Tenderia	-0.48	-0.54	-0.17	-0.17	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	ThiohalorhabdaceaeFA	-0.48	-0.54	-0.38	-0.38	-0.38
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts	-0.48	-0.54	-0.21	-0.21	-0.21
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	-0.48	-0.54	-0.11	-0.11	0.16
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	ThiotrichaceaeFA	-0.48	-0.54	-0.11	-0.11	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	UBA10353 marine groupOR	UBA10353 marine groupOR	-0.48	-0.54	-0.34	-0.34	-0.34
Bacteria	Proteobacteria	Gammaproteobacteria	WD260	WD260OR	WD260OR	-0.48	-0.54	0.1	0.1	0.1
Bacteria	Proteobacteria	Gammaproteobacteria	WN-HWB-116	WN-HWB-116OR	WN-HWB-116OR	-0.48	-0.54	-0.08	-0.08	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	-0.48	-0.54	0.06	0.19	-0.23
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	-0.48	-0.54	0.06	0.19	-0.02
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	-0.48	-0.54	0.06	0.19	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Oleiagrimonas	-0.48	-0.54	0.06	0.19	0.26
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	-0.48	-0.54	0.06	0.19	0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	RhodanobacteraceaeFA	-0.48	-0.54	0.06	0.19	0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	-0.48	-0.54	0.06	0.02	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	-0.48	-0.54	0.06	0.02	0.36
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	XanthomonadaceaeFA	-0.48	-0.54	0.06	0.02	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	XanthomonadalesOR	XanthomonadalesOR	-0.48	-0.54	0.06	-0.24	-0.24
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	-0.48	-0.2	-0.2	-0.2	-0.2
Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	0.5	0.49	0.49	0.49	0.49
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	LeptospiraceaeFA	0.5	0.23	0.23	0.23	0.04
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	0.5	0.23	0.23	0.23	0.24
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	0.5	0.23	0.23	0.23	0.14
Bacteria	Spirochaetota	MVP-15	MVP-15CL	MVP-15CL	MVP-15CL	0.5	0.02	0.02	0.02	0.02
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	0.5	0.5	0.5	0.5	0.01
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	M2PT2-76 termite group	0.5	0.5	0.5	0.5	0.19
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	0.5	0.5	0.5	0.5	0.14
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	0.5	0.5	0.5	0.5	0.46
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	0.5	0.5	0.5	0.5	0.04
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	SpirochaetaceaeFA	0.5	0.5	0.5	0.5	0.59
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0.5	0.5	0.5	0.5	0.34
Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	-0.21	-0.21	-0.13	-0.13	-0.13
Bacteria	Sumerlaeota	Sumerlaeia	SumerlaeiaCL	SumerlaeiaCL	SumerlaeiaCL	-0.21	-0.21	-0.18	-0.18	-0.18
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermovirga	0.13	0.13	0.13	0.13	0.13
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	ChlamydiaceaeFA	-0.27	0.16	0.16	0.01	0.01
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	ChlamydialesOR	ChlamydialesOR	-0.27	0.16	0.16	0.27	0.27
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Criblamydiaceae	CriblamydiaceaeFA	-0.27	0.16	0.16	-0.1	-0.1
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6FA	-0.27	0.16	0.16	0.33	0.33
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Cand. Protochlamydia	-0.27	0.16	0.16	0.16	0.11
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	-0.27	0.16	0.16	0.16	-0.03
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	ParachlamydiaceaeFA	-0.27	0.16	0.16	0.16	0.25
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Cand. Fritschea	-0.27	0.16	0.16	0.04	-0.3
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Cand. Rhabdochlamydia	-0.27	0.16	0.16	0.04	-0.01
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	-0.27	0.16	0.16	0.04	0.06
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	SimkaniaceaeFA	-0.27	0.16	0.16	0.04	0.07
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	-0.27	0.16	0.16	-0.21	-0.21
Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	LD1-PA32OR	LD1-PA32OR	-0.27	0.16	0.01	0.01	0.01
Bacteria	Verrucomicrobiota	Kiritimatiellae	113B434	113B434OR	113B434OR	-0.27	-0.37	-0.16	-0.16	-0.16
Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	-0.27	-0.37	-0.29	-0.29	-0.29
Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41OR	WCHB1-41OR	-0.27	-0.37	-0.27	-0.27	-0.27
Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	Lenti-02FA	-0.27	0.37	0.37	0.37	0.37
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	koll11FA	-0.27	0.24	0.24	-0.22	-0.22
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Cand. Omnitrophus	-0.27	0.24	0.24	0.3	0.3
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	OmnitrophalesOR	OmnitrophalesOR	-0.27	0.24	0.24	-0.27	-0.27
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Cand. Udaeobacter	-0.27	-0.33	-0.1	-0.1	-0.09
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	-0.27	-0.33	-0.1	-0.1	-0.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	ChthoniobacteraceaeFA	-0.27	-0.33	-0.1	-0.1	-0.14
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	ChthoniobacteralesOR	ChthoniobacteralesOR	-0.27	-0.33	-0.1	-0.3	-0.3
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Cand. Xiphinematobacter	-0.27	-0.33	-0.1	-0.28	-0.28
Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	LD1-PB3OR	LD1-PB3OR	-0.27	-0.33	0.33	0.33	0.33
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	MethylacidiphilaceaeFA	-0.27	-0.33	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Alterococcus	-0.27	-0.33	-0.28	-0.14	-0.19
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus	-0.27	-0.33	-0.28	-0.14	0.29
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera	-0.27	-0.33	-0.28	-0.14	-0.05
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	-0.27	-0.33	-0.28	-0.14	-0.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	-0.27	-0.33	-0.28	-0.14	0.16
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	OpitutalesOR	OpitutalesOR	-0.27	-0.33	-0.28	-0.26	-0.26
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	-0.27	-0.33	-0.28	-0.23	-0.02
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	-0.27	-0.33	-0.28	-0.23	-0.21
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	-0.27	-0.33	-0.28	-0.23	-0.12
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	-0.27	-0.33	-0.28	-0.23	-0.28
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	-0.27	-0.33	-0.24	-0.24	-0.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin118	-0.27	-0.33	-0.24	-0.24	-0.02
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV008	-0.27	-0.33	-0.24	-0.24	-0.06
