"TS_tax"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_ThreeSqA_D1_rd"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D2"	"WestPond_TuleA_D1"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_TuleA_D1"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D1"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D1"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D1_rd"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqA_D2_rd"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D2"	"Goodyear_PhragC_D2"	"White_CordA_D2"	"White_CordB_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D2"	"Tolay_CordB_D2"	"Tolay_CordC_D2"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D2"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D2"	"Muzzi_CordB_D2"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"species"
"23"	"amoA-AOB_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosovibrio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	1	1	1	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Nitrosomonadaceae"	" Nitrosovibrio"	" NitrosovibrioGE"	""
"26"	"AmoA-Ic_Root; Bacteria; Proteobacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	" Bacteria"	" Proteobacteria"	" ProteobacteriaPH"	" ProteobacteriaPH"	" ProteobacteriaPH"	" ProteobacteriaPH"	" ProteobacteriaPH"	""
"27"	"AmoA-Ic_Root; Bacteria; Proteobacteria; Gammaproteobacteria"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Gammaproteobacteria"	" GammaproteobacteriaCL"	" GammaproteobacteriaCL"	" GammaproteobacteriaCL"	" GammaproteobacteriaCL"	""
"28"	"AmoA-Ic_Root; Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales"	3	2	1	1	2	1	0	0	1	0	0	0	5	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Gammaproteobacteria"	" Chromatiales"	" ChromatialesOR"	" ChromatialesOR"	" ChromatialesOR"	""
"29"	"AmoA-Ic_Root; Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Gammaproteobacteria"	" Chromatiales"	" Chromatiaceae"	" ChromatiaceaeFA"	" ChromatiaceaeFA"	""
"33"	"Dsr-2221_Root; Archaea; Euryarchaeota"	4	7	3	7	0	2	4	4	0	0	1	5	1	0	6	0	1	1	1	0	1	2	1	1	0	4	2	1	0	0	0	0	0	2	2	1	2	0	0	0	0	4	0	1	0	1	4	3	2	1	0	0	2	0	0	0	2	0	3	1	2	2	0	0	3	0	2	0	2	0	3	0	4	1	1	3	3	0	2	0	0	0	0	3	1	1	0	0	2	1	0	4	0	1	0	2	0	0	0	0	0	0	1	2	0	3	3	0	2	0	1	1	0	4	2	1	0	2	2	0	0	0	2	2	1	3	1	1	0	1	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" EuryarchaeotaPH"	" EuryarchaeotaPH"	" EuryarchaeotaPH"	" EuryarchaeotaPH"	" EuryarchaeotaPH"	""
"34"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanococci"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanococci"	" MethanococciCL"	" MethanococciCL"	" MethanococciCL"	" MethanococciCL"	""
"35"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanococci; Methanococcales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanococci"	" Methanococcales"	" MethanococcalesOR"	" MethanococcalesOR"	" MethanococcalesOR"	""
"36"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia"	3	5	3	17	1	1	6	4	1	2	0	7	6	0	1	1	2	0	0	2	5	9	2	1	2	2	0	2	1	1	0	1	0	0	1	1	1	0	0	0	3	1	1	0	2	1	1	1	1	1	2	0	6	1	0	0	1	0	1	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	2	3	8	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	4	1	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	""
"37"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales"	2	0	1	2	1	1	0	0	1	0	0	2	1	0	4	0	1	0	0	1	4	3	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	2	1	0	1	0	2	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanomicrobiales"	" MethanomicrobialesOR"	" MethanomicrobialesOR"	" MethanomicrobialesOR"	""
"38"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae"	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanomicrobiales"	" Methanoregulaceae"	" MethanoregulaceaeFA"	" MethanoregulaceaeFA"	""
"39"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae; Methanosphaerula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanomicrobiales"	" Methanoregulaceae"	" Methanosphaerula"	" MethanosphaerulaGE"	""
"40"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" MethanosarcinalesOR"	" MethanosarcinalesOR"	" MethanosarcinalesOR"	""
"41"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae"	0	0	0	0	0	2	0	0	0	0	0	1	2	1	1	0	2	0	5	0	1	4	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" MethanosarcinaceaeFA"	" MethanosarcinaceaeFA"	""
"42"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanococcoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanococcoides"	" MethanococcoidesGE"	""
"43"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanococcoides; Methanococcoides methylutens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanococcoides"	" Methanococcoides methylutens"	" Methanococcoides methylutens"
"44"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanolobus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanolobus"	" MethanolobusGE"	""
"45"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina"	0	0	0	1	0	0	0	0	0	1	0	0	6	1	1	0	1	1	1	0	2	6	0	6	0	2	2	3	0	0	0	0	0	0	0	2	0	0	0	3	1	8	0	0	3	1	0	1	1	6	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	1	5	0	1	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" MethanosarcinaGE"	""
"46"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina barkeri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" Methanosarcina barkeri"	" Methanosarcina barkeri"
"47"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina flavescens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" Methanosarcina flavescens"	" Methanosarcina flavescens"
"48"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina horonobensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" Methanosarcina horonobensis"	" Methanosarcina horonobensis"
"49"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina lacustris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" Methanosarcina lacustris"	" Methanosarcina lacustris"
"50"	"Dsr-2221_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina siciliae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Methanosarcinaceae"	" Methanosarcina"	" Methanosarcina siciliae"	" Methanosarcina siciliae"
"52"	"Dsr-2221_Root; Bacteria; Chlorobi"	2	7	3	7	2	0	4	0	0	3	1	3	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	3	0	1	1	2	1	0	0	5	1	2	0	1	1	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	1	0	0	1	1	0	0	2	0	0	1	2	1	0	0	0	0	1	1	6	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	" Bacteria"	" Chlorobi"	" ChlorobiPH"	" ChlorobiPH"	" ChlorobiPH"	" ChlorobiPH"	" ChlorobiPH"	""
"53"	"Dsr-2221_Root; Bacteria; Chlorobi; Chlorobia"	1	3	1	8	1	10	1	1	0	1	0	4	0	1	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	2	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	" Bacteria"	" Chlorobi"	" Chlorobia"	" ChlorobiaCL"	" ChlorobiaCL"	" ChlorobiaCL"	" ChlorobiaCL"	""
"54"	"Dsr-2221_Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales"	2	1	0	4	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Chlorobi"	" Chlorobia"	" Chlorobiales"	" ChlorobialesOR"	" ChlorobialesOR"	" ChlorobialesOR"	""
"55"	"Dsr-2221_Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae"	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Chlorobi"	" Chlorobia"	" Chlorobiales"	" Chlorobiaceae"	" ChlorobiaceaeFA"	" ChlorobiaceaeFA"	""
"56"	"Dsr-2221_Root; Bacteria; Fibrobacteres"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Fibrobacteres"	" FibrobacteresPH"	" FibrobacteresPH"	" FibrobacteresPH"	" FibrobacteresPH"	" FibrobacteresPH"	""
